Academic Year,Subject Id,Subject Code,Subject Number,Print Subject Id,Subject Short Title,Subject Title,Total Units,Is Offered This Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
2018,4.307,4,307,4.307,"Art, Arch & Urban Dialogue","Art, Architecture, and Urbanism in Dialogue",12.00,Y,Y,N,N,N
2018,4.644,4,644,4.644,"19th-Century Art","19th-Century Art",0.00,N,N,N,Y,N
2018,4.645,4,645,4.645,"Topics in Arch: 1750-Present","Selected Topics in Architecture: 1750 to the Present",9.00,Y,N,N,Y,N
2018,4.646,4,646,4.646,"Adv History Modern Arch & Urb","Advanced Study in the History of Modern Architecture and Urbanism",0.00,Y,N,N,Y,N
2018,4.647,4,647,4.647,"Technpolitcs, Cult, Intrvntion","Technopolitics, Culture, Intervention",0.00,N,Y,N,N,N
2018,4.648,4,648,4.648J,Resonance,"Resonance: Sonic Experience, Science, and Art",12.00,N,Y,N,N,N
2018,4.650,4,650,4.650,"Global History of Architecture","A Global History of Architecture",12.00,Y,N,N,Y,N
2018,4.651,4,651,4.651,"Art Since 1940","Art Since 1940",12.00,N,N,N,Y,N
2018,4.649,4,649,4.649J,Resonance,"Resonance: Sonic Experience, Science, and Art",12.00,N,Y,N,N,N
2018,4.652,4,652,4.652,"Modern Art and Mass Culture","Modern Art and Mass Culture",0.00,Y,N,N,Y,N
2018,4.657,4,657,4.657,"Design: History Making Things","Design: The History of Making Things",12.00,Y,N,N,Y,N
2018,4.661,4,661,4.661,"Theory & Method:Study Arch&Art","Theory and Method in the Study of Architecture and Art",12.00,Y,Y,N,N,N
2018,4.670,4,670,4.670,"Natlsm Intlsm Globlsm Mod Art","Nationalism, Internationalism, and Globalism in Modern Art",0.00,Y,N,N,Y,N
2018,4.671,4,671,4.671,"Natlsm Intlsm Globlsm Mod Art","Nationalism, Internationalism, and Globalism in Modern Art",12.00,Y,N,N,Y,N
2017,4.672,4,672,4.672,"Installation Art","Installation Art",0.00,N,Y,N,N,N
2017,4.673,4,673,4.673,"Installation Art","Installation Art",12.00,N,Y,N,N,N
2018,4.675,4,675,4.675,"Collect, Classify, Consume","Collect, Classify, Consume",0.00,Y,N,N,Y,N
2018,4.677,4,677,4.677,"Adv Study in History of Art","Advanced Study in the History of Art",0.00,Y,Y,N,N,N
2018,4.288,4,288,4.288,"Prep-SMArchS Thesis","Preparation for SMArchS Thesis",0.00,Y,Y,N,Y,Y
2018,4.291,4,291,4.291,"Independent Study:Arch Studies","Independent Study in Architecture Studies",0.00,Y,Y,Y,Y,N
2018,4.292,4,292,4.292,"Independent Study:Arch Studies","Independent Study in Architecture Studies",0.00,Y,Y,Y,Y,N
2018,4.293,4,293,4.293,"Independent Study:Arch Studies","Independent Study in Architecture Studies",0.00,Y,Y,Y,Y,N
2018,4.294,4,294,4.294,"Independent Study:Arch Studies","Independent Study in Architecture Studies",0.00,Y,Y,Y,Y,N
2018,4.299,4,299,4.299,"Summer Research Topics","Summer Research Topics",0.00,Y,N,N,N,Y
2018,4.308,4,308,4.308,"Art, Arch & Urban Dialogue","Art, Architecture, and Urbanism in Dialogue",12.00,Y,Y,N,N,N
2018,4.312,4,312,4.312,"Adv Studio Production Space","Advanced Studio on the Production of Space",12.00,N,Y,N,N,N
2018,4.313,4,313,4.313,"Adv Studio Production Space","Advanced Studio on the Production of Space",12.00,N,Y,N,N,N
2018,4.314,4,314,4.314,"Adv Wkshp Artistic Practice","Advanced Workshop in Artistic Practice and Transdisciplinary Research",12.00,Y,Y,N,N,N
2018,4.315,4,315,4.315,"Adv Wkshp Artistic Practice","Advanced Workshop in Artistic Practice and Transdisciplinary Research",12.00,Y,Y,N,N,N
2018,4.320,4,320,4.320,"Introduction Sound Creations","Introduction to Sound Creations",12.00,Y,N,N,Y,N
2018,4.353,4,353,4.353,"Advanced Video & Related Media","Advanced Video and Related Media",12.00,Y,N,N,Y,N
2018,4.354,4,354,4.354,"Intro to Video & Related Media","Introduction to Video and Related Media",12.00,Y,Y,N,N,N
2018,4.355,4,355,4.355,"Intro to Video & Related Media","Introduction to Video and Related Media",12.00,Y,Y,N,N,N
2018,4.356,4,356,4.356,"Cinematic Migrations","Cinematic Migrations",12.00,Y,Y,N,N,N
2018,4.357,4,357,4.357,"Cinematic Migrations","Cinematic Migrations",12.00,Y,Y,N,N,N
2017,4.333,4,333,4.333,"Adv Sem in Participatory Media","Advanced Seminar in Networked Cultures and Participatory Media",12.00,N,N,N,Y,N
2018,4.341,4,341,4.341,"Intro to Photo & Related Media","Introduction to Photography and Related Media",12.00,Y,Y,N,Y,N
2018,4.342,4,342,4.342,"Intro to Photo & Related Media","Introduction to Photography and Related Media",12.00,Y,Y,N,Y,N
2018,4.361,4,361,4.361,"Performance Workshop","Performance Art Workshop",12.00,Y,N,N,Y,N
2018,4.S24,4,S24,4.S24,"Spec Sub: Architecture Studies","Special Subject: Architecture Studies",0.00,Y,Y,N,N,N
2018,4.S25,4,S25,4.S25,"Special Subject: Urban Housing","Special Subject: Urban Housing",0.00,N,N,Y,Y,N
2018,4.S26,4,S26,4.S26,"Special Subject: City Form","Special Subject: City Form",0.00,N,Y,N,Y,N
2018,4.S27,4,S27,4.S27,"Special Subject: Urban Design","Special Subject: Urban Design",0.00,Y,Y,N,N,N
2018,4.S30,4,S30,4.S30,"Spec Subj: Art, Culture & Tech","Special Subject: Art, Culture and Technology",0.00,N,N,Y,Y,N
2018,4.S31,4,S31,4.S31,"Spec Subj: Art, Culture & Tech","Special Subject: Art, Culture and Technology",0.00,N,N,Y,Y,N
2018,4.S32,4,S32,4.S32,"Spec Subj: Art, Culture & Tech","Special Subject: Art, Culture and Technology",0.00,N,Y,N,N,N
2018,4.S33,4,S33,4.S33,"Spec Subj: Art, Culture & Tech","Special Subject: Art, Culture and Technology",0.00,N,Y,N,Y,N
2018,4.S34,4,S34,4.S34,"Spec Subj: Art, Culture & Tech","Special Subject: Art, Culture and Technology",0.00,N,N,N,Y,N
2018,4.S40,4,S40,4.S40,"Spec Subj: Building Technology","Special Subject: Building Technology",0.00,N,N,Y,Y,N
2018,4.321,4,321,4.321,"Introduction Sound Creations","Introduction to Sound Creations",12.00,Y,N,N,Y,N
2018,4.322,4,322,4.322,"Introduction to 3-D Art","Introduction to Three-Dimensional Art Work",12.00,Y,Y,N,N,N
2018,4.323,4,323,4.323,"Introduction to 3-D Art","Introduction to Three-Dimensional Art Work",12.00,Y,Y,N,N,N
2017,4.330,4,330,4.330,"Intro to Participatory Media","Introduction to Networked Cultures and Participatory Media",12.00,N,N,N,Y,N
2018,4.344,4,344,4.344,"Adv Photo & Related Media","Advanced Photography and Related Media",12.00,Y,Y,N,Y,N
2018,4.345,4,345,4.345,"Adv Photo & Related Media","Advanced Photography and Related Media",12.00,Y,Y,N,Y,N
2018,4.352,4,352,4.352,"Advanced Video & Related Media","Advanced Video and Related Media",12.00,Y,N,N,Y,N
2018,4.S00,4,S00,4.S00,"Special Subject: Design","Special Subject: Design",0.00,N,Y,N,N,N
2018,4.S02,4,S02,4.S02,"Special Subject: Design","Special Subject: Design",0.00,N,Y,N,N,N
2018,4.S10,4,S10,4.S10,"Spec Subj: Architecture Design","Special Subject: Architecture Design",0.00,N,N,N,Y,N
2018,4.S11,4,S11,4.S11,"Spec Subj: Architecture Design","Special Subject: Architecture Design",0.00,N,N,Y,Y,N
2018,4.S12,4,S12,4.S12,"Spec Subj: Architecture Design","Special Subject: Architecture Design",0.00,N,Y,N,Y,N
2018,4.S13,4,S13,4.S13,"Spec Subj: Architecture Design","Special Subject: Architecture Design",0.00,Y,N,N,Y,N
2018,4.S14,4,S14,4.S14,"Spec Subj: Architecture Design","Special Subject: Architecture Design",0.00,N,N,Y,Y,N
2018,4.S41,4,S41,4.S41,"Spec Subj: Building Technology","Special Subject: Building Technology",0.00,N,N,Y,Y,N
2017,4.331,4,331,4.331,"Intro to Participatory Media","Introduction to Networked Cultures and Participatory Media",12.00,N,N,N,Y,N
2017,4.332,4,332,4.332,"Adv Sem in Participatory Media","Advanced Seminar in Networked Cultures and Participatory Media",12.00,N,N,N,Y,N
2018,4.683,4,683,4.683,"Prep HTC Qualfying Paper","Preparation for HTC Qualifying Paper",0.00,Y,Y,N,Y,N
2018,4.684,4,684,4.684,"Prep HTC Major Exam","Preparation for HTC Major Exam",0.00,Y,Y,N,Y,N
2018,4.685,4,685,4.685,"Prep HTC Minor Exam","Preparation for HTC Minor Exam",0.00,Y,Y,N,Y,N
2018,4.686,4,686,4.686,"SMArchS AKPIA Pre-Thesis Prep","SMArchS AKPIA Pre-Thesis Preparation",3.00,Y,Y,N,Y,N
2018,4.687,4,687,4.687,"SMArchS HTC Pre-Thesis Prep","SMArchS HTC Pre-Thesis Preparation",3.00,Y,Y,N,Y,N
2018,4.689,4,689,4.689,"Prep: (HTC) PhD Thesis","Preparation for History, Theory, and Criticism - Ph.D. Thesis",0.00,Y,Y,N,Y,Y
2018,4.691,4,691,4.691,"Ind Study: HTC Arch/Art","Independent Study in the History, Theory, and Criticism of Architecture and Art",0.00,Y,Y,Y,Y,N
2018,4.S20,4,S20,4.S20,"Spec Sub: Architecture Studies","Special Subject: Architecture Studies",0.00,N,N,Y,Y,N
2018,4.S21,4,S21,4.S21,"Spec Sub: Architecture Studies","Special Subject: Architecture Studies",0.00,N,N,Y,Y,N
2018,4.S22,4,S22,4.S22,"Spec Sub: Architecture Studies","Special Subject: Architecture Studies",0.00,N,Y,Y,Y,N
2018,4.S23,4,S23,4.S23,"Spec Sub: Architecture Studies","Special Subject: Architecture Studies",0.00,N,Y,Y,Y,N
2018,4.692,4,692,4.692,"Ind Study: HTC Arch/Art","Independent Study in the History, Theory, and Criticism of Architecture and Art",0.00,Y,Y,Y,Y,N
2018,4.693,4,693,4.693,"Ind Study: HTC Arch/Art","Independent Study in the History, Theory, and Criticism of Architecture and Art",0.00,Y,Y,Y,Y,N
2018,4.694,4,694,4.694,"Ind Study: HTC Arch/Art","Independent Study in the History, Theory, and Criticism of Architecture and Art",0.00,Y,Y,Y,Y,N
2018,4.252,4,252,4.252J,"Intro Urban Design & Devel","Introduction to Urban Design and Development",12.00,Y,Y,N,N,N
2018,4.253,4,253,4.253J,"Urban Design Politics","Urban Design Politics",12.00,Y,N,N,Y,N
2018,4.254,4,254,4.254J,"RE Dev Studio: Urban Projects","Real Estate Development Studio",18.00,Y,N,N,Y,N
2018,4.255,4,255,4.255J,"Site & Environ System Planning","Site and Environmental Systems Planning",15.00,Y,N,N,Y,N
2018,4.264,4,264,4.264J,"Adv Sem: Landscape + Urbanism","Advanced Seminar in Landscape and Urbanism",12.00,Y,N,N,Y,N
2018,4.270,4,270,4.270,"Innovation for Disaster Relief","Innovation for Disaster Relief and Preparedness",12.00,Y,N,N,Y,N
2017,4.233,4,233,4.233,"New Global Practitioner","The New Global Planning Practitioner",9.00,N,N,N,Y,N
2018,4.287,4,287,4.287,"Graduate Arch Internship","Graduate Architecture Internship",0.00,Y,N,Y,N,N
2018,4.622,4,622,4.622,"Islamic Gardens & Geographies","Islamic Gardens and Geographies",12.00,Y,N,N,Y,N
2018,4.623,4,623,4.623,"Islamic Gardens & Geographies","Islamic Gardens and Geographies",12.00,Y,N,N,Y,N
2018,4.625,4,625,4.625J,"Water Planning, Policy & Desgn","Water Planning, Policy, and Design",0.00,N,Y,N,N,N
2018,4.633,4,633,4.633,"Locating Capitalism","Locating Capitalism: Producing Cities and Objects",0.00,N,N,N,Y,N
2018,4.634,4,634,4.634,"Early Modern Arch & Art","Early Modern Architecture and Art",0.00,N,Y,N,N,N
2018,4.635,4,635,4.635,"Early Modern Arch & Art","Early Modern Architecture and Art",12.00,N,Y,N,N,N
2018,4.280,4,280,4.280,"Ugrad Architecture Internship","Undergraduate Architecture Internship",0.00,Y,N,Y,N,N
2018,4.640,4,640,4.640,"Adv Study: Crit Theory Arch","Advanced Study in Critical Theory of Architecture",0.00,Y,Y,N,N,N
2018,4.641,4,641,4.641,"19th-Century Art","19th-Century Art",12.00,N,N,N,Y,N
2018,4.236,4,236,4.236J,"Low-Inc Housing: Dev Countries","Structuring Low-Income Housing Projects in Developing Countries",12.00,Y,Y,N,N,N
2018,4.240,4,240,4.240J,"Urban Design Skills","Urban Design Skills: Observing, Interpreting, and Representing the City",15.00,Y,Y,N,N,N
2018,4.241,4,241,4.241J,"The Making of Cities","The Making of Cities",0.00,Y,N,N,Y,N
2018,4.244,4,244,4.244J,"Urban Design Seminar","Urban Design Seminar: Perspectives on Contemporary Practice",9.00,Y,N,N,Y,N
2018,4.247,4,247,4.247J,"Urban Design Ideals & Action","Urban Design Ideals and Action",9.00,Y,N,N,Y,N
2018,4.250,4,250,4.250J,"Intro to Urban Design & Devel","Introduction to Urban Design and Development",12.00,N,Y,N,N,N
2018,4.251,4,251,4.251,"Making of Cities","The Making of Cities",12.00,Y,N,N,Y,N
2018,4.610,4,610,4.610,"Civic Islamic Architecture","Civic Islamic Architecture",12.00,N,N,N,Y,N
2018,4.611,4,611,4.611,"Civic Islamic Architecture","Civic Islamic Architecture",0.00,N,N,N,Y,N
2018,4.369,4,369,4.369,"Studio Seminar in Art, Sphere","Studio Seminar in Art and the Public Sphere",12.00,Y,N,N,Y,N
2018,4.373,4,373,4.373,"Adv Projects: Art/Culture/Tech","Advanced Projects in Art, Culture and Technology",12.00,Y,N,N,Y,N
2018,4.374,4,374,4.374,"Adv Projects: Art/Culture/Tech","Advanced Projects in Art, Culture and Technology",12.00,Y,N,N,Y,N
2018,4.388,4,388,4.388,"Preparation for SMACT Thesis","Preparation for SMACT Thesis",9.00,Y,N,N,Y,Y
2018,4.389,4,389,4.389,"Tutorial for SMACT Thesis","Tutorial for SMACT Thesis",9.00,Y,N,N,Y,N
2018,4.S42,4,S42,4.S42,"Spec Subj: Building Technology","Special Subject: Building Technology",0.00,N,Y,N,N,N
2018,4.S43,4,S43,4.S43,"Spec Subj: Building Technology","Special Subject: Building Technology",0.00,N,Y,N,N,N
2018,4.S44,4,S44,4.S44,"Spec Subj: Building Technology","Special Subject: Building Technology",0.00,N,N,Y,Y,N
2018,4.S45,4,S45,4.S45,"Spec Subj: Bldg Construction","Special Subject: Building Construction",0.00,N,N,Y,Y,N
2018,4.S46,4,S46,4.S46,"Spec Subj: Energy in Buildings","Special Subject: Energy in Buildings",0.00,N,N,Y,Y,N
2018,4.S66,4,S66,4.S66,"Special Subject: HTC of Art","Special Subject: History, Theory and Criticism of Art",0.00,N,N,Y,Y,N
2018,4.S67,4,S67,4.S67,"Spec Subj: Study in Modern Art","Special Subject: Study in Modern Art",0.00,N,Y,N,N,N
2018,4.S47,4,S47,4.S47,"Spec Subj: Arch Lighting","Special Subject: Architectural Lighting",0.00,N,N,Y,Y,N
2018,4.S48,4,S48,4.S48,"Spec Subj: Structural Design","Special Subject: Structural Design",0.00,N,Y,N,N,N
2018,4.S50,4,S50,4.S50,"Spec Subj: Arch Computation","Special Subject: Architectural Computation",0.00,N,N,Y,Y,N
2018,4.S51,4,S51,4.S51,"Spec Subj: Arch Computation","Special Subject: Architectural Computation",0.00,N,N,Y,Y,N
2018,4.S52,4,S52,4.S52,"Spec Subj: Arch Computation","Special Subject: Architectural Computation",0.00,N,Y,N,N,N
2018,4.S53,4,S53,4.S53,"Spec Subj: Arch Computation","Special Subject: Architectural Computation",0.00,N,Y,N,N,N
2018,4.612,4,612,4.612,"Islamic Arch & Environment","Islamic Architecture and the Environment",9.00,Y,Y,N,N,N
2018,4.614,4,614,4.614,"Arch in the Islamic World","Building Islam",12.00,Y,Y,N,N,N
2018,4.616,4,616,4.616,"Topics: Culture & Architecture","Selected Topics on Culture and Architecture",0.00,Y,N,N,Y,N
2018,4.617,4,617,4.617,"Topics in Islamic Urbanism","Topics in Islamic Urbanism",0.00,N,N,N,Y,N
2018,4.619,4,619,4.619,"Historiography of Islamic Arch","Historiography of Islamic Architecture",12.00,N,Y,N,N,N
2018,4.621,4,621,4.621,"Orientalism and Representation","Orientalism and Representation",0.00,Y,Y,N,N,N
2018,4.191,4,191,4.191,"Independent Study: Arch Design","Independent Study in Architecture Design",0.00,Y,Y,Y,Y,N
2018,4.192,4,192,4.192,"Independent Study: Arch Design","Independent Study in Architecture Design",0.00,Y,Y,Y,Y,N
2018,4.193,4,193,4.193,"Independent Study: Arch Design","Independent Study in Architecture Design",0.00,Y,Y,Y,Y,N
2018,4.194,4,194,4.194,"Independent Study: Arch Design","Independent Study in Architecture Design",0.00,Y,Y,Y,Y,N
2018,4.210,4,210,4.210,"Precednts in Critical Practice","Precedents in Critical Practice",9.00,Y,Y,N,N,N
2018,4.211,4,211,4.211J,"The City","The Once and Future City",12.00,Y,N,N,Y,N
2018,4.213,4,213,4.213J,"Ecological Urbanism Seminar","Ecological Urbanism Seminar",12.00,Y,Y,N,N,N
2018,4.214,4,214,4.214J,"Water, Landscape & Urban Dsgn","Water, Landscape and Urban Design",12.00,Y,N,N,Y,N
2018,4.215,4,215,4.215J,"Photography as Inquiry","Sensing Place: Photography as Inquiry",12.00,Y,Y,N,N,N
2018,4.216,4,216,4.216J,"Landscp & Urb Heritage Conserv","Landscape and Urban Heritage Conservation",12.00,Y,N,N,Y,N
2018,4.217,4,217,4.217J,"Disaster Resilient Design","Disaster Resilient Design",9.00,Y,N,N,Y,N
2018,4.221,4,221,4.221,"Arch Studies Colloquium","Architecture Studies Colloquium",6.00,N,Y,N,N,N
2018,4.222,4,222,4.222,"Professional Practice","Professional Practice",6.00,Y,Y,N,N,N
2018,4.225,4,225,4.225,"Urban Design Theory","Urban Design Theory",9.00,N,Y,N,N,N
2018,4.227,4,227,4.227,"Landscapes of Energy","Landscapes of Energy",12.00,Y,N,N,Y,N
2018,4.163,4,163,4.163J,"Urban Design Studio","Urban Design Studio",0.00,Y,Y,N,Y,N
2018,4.570,4,570,4.570,"Computational Design Lab","Computational Design Lab",0.00,Y,N,N,Y,N
2018,4.580,4,580,4.580,"Inquiry into Comp & Design","Inquiry into Computation and Design",12.00,Y,Y,N,N,N
2018,4.581,4,581,4.581,"Proseminar in Computation","Proseminar in Computation",12.00,Y,Y,N,N,N
2018,4.582,4,582,4.582,"Rsrch Seminar in Computation","Research Seminar in Computation",0.00,Y,Y,N,Y,N
2018,4.583,4,583,4.583,"Forum in Computation","Forum in Computation",3.00,Y,Y,N,Y,N
2018,4.584,4,584,4.584,"Reading Seminar Design & Comp","Reading Seminar in Design and Computation",0.00,Y,N,N,Y,N
2018,4.587,4,587,4.587,"SMArchS Comp Pre-Thesis Prep","SMArchS Computation Pre-Thesis Preparation",6.00,Y,N,N,Y,N
2018,4.589,4,589,4.589,"Prep: (AS) PhD Comp Thesis","Preparation for Design and Computation PhD Thesis",0.00,Y,Y,N,Y,Y
2018,4.591,4,591,4.591,"Ind Study: Arch Computation","Independent Study in Architectural Computation",0.00,Y,Y,Y,Y,N
2018,4.592,4,592,4.592,"Ind Study: Arch Computation","Independent Study in Architectural Computation",0.00,Y,Y,Y,Y,N
2018,4.593,4,593,4.593,"Ind Study: Arch Computation","Independent Study in Architectural Computation",0.00,Y,Y,Y,Y,N
2018,4.594,4,594,4.594,"Ind Study: Arch Computation","Independent Study in Architectural Computation",0.00,Y,Y,Y,Y,N
2018,4.173,4,173,4.173J,"Beijing Design Studio","Beijing Urban Design Studio",18.00,N,Y,N,N,N
2018,4.180,4,180,4.180,"Arch Design Wkshp","Architectural Design Workshop",0.00,N,Y,Y,Y,N
2018,4.181,4,181,4.181,"Architectural Design Workshop","Architectural Design Workshop",0.00,Y,Y,N,N,N
2018,4.182,4,182,4.182,"Architectural Design Workshop","Architectural Design Workshop",0.00,Y,Y,N,N,N
2018,4.183,4,183,4.183,"Architectural Design Workshop","Architectural Design Workshop",0.00,Y,Y,N,N,N
2018,4.184,4,184,4.184,"Architectural Design Workshop","Architectural Design Workshop",0.00,Y,Y,N,N,N
2018,4.185,4,185,4.183-4.185,"Architectural Design Workshop","Architectural Design Workshop",0.00,N,Y,N,N,N
2018,4.189,4,189,4.189,"Prep: MArch Thesis","Preparation for MArch Thesis",9.00,Y,Y,N,Y,Y
2018,4.190,4,190,4.190,"Practical Experience Arch","Practical Experience in Architecture",0.00,Y,Y,N,N,N
2018,4.552,4,552,4.552,"Workshop in Computation","Workshop in Architectural Computation",0.00,N,Y,Y,Y,N
2018,4.553,4,553,4.553,"Workshop in Computation","Workshop in Architectural Computation",0.00,N,Y,Y,Y,N
2018,4.557,4,557,4.557J,"City Science","City Science",12.00,Y,Y,N,Y,N
2018,4.105,4,105,4.105,"Geom Discplns & Arch Skills I","Geometric Disciplines and Architecture Skills I",9.00,Y,Y,N,N,N
2017,4.107,4,107,4.107,"Geom Discplns & Arch Skills II","Geometric Disciplines and Architecture Skills II",9.00,N,N,N,Y,N
2018,4.109,4,109,4.109,"Materials & Fabric for Arch","Materials and Fabrication for Architecture",6.00,Y,N,Y,N,N
2018,4.110,4,110,4.110,"Design Across Scales","Design Across Scales and Disciplines",12.00,Y,N,N,Y,N
2018,4.119,4,119,4.119,"Ugrad Arch Design Thesis Prep","Preparation for Undergraduate Architecture Design Thesis",12.00,Y,Y,N,N,N
2018,4.120,4,120,4.120,"Furniture Making Wkshp","Furniture Making Workshop",9.00,Y,N,N,Y,N
2018,4.130,4,130,4.130,"Arch Des Theory & Methods","Architectural Design Theory and Methodologies",12.00,Y,Y,N,N,N
2018,4.141,4,141,4.141,"How to Design Anything","How to Design (almost) Anything",18.00,Y,N,N,Y,N
2018,4.142,4,142,4.142,"How to Design Anything","How to Design (almost) Anything",18.00,Y,N,N,Y,N
2018,4.562,4,562,4.562,"Advanced Visualization","Advanced Visualization: Architecture in Motion Graphics",12.00,Y,Y,N,N,N
2018,4.564,4,564,4.564,"Design Scripting","Design Scripting",12.00,Y,N,N,Y,N
2018,4.566,4,566,4.566,"Adv Proj in Digital Media","Advanced Projects in Digital Media",0.00,Y,Y,N,Y,N
2018,4.550,4,550,4.550,"Computational Design Lab","Computational Design Lab",0.00,Y,N,N,Y,N
2018,4.567,4,567,4.567,"Intro to Bldg Info Modeling","Introduction to Building Information Modeling in Architecture",0.00,Y,N,N,Y,N
2018,4.569,4,569,4.569J,"Designing Interactions","Designing Interactions",12.00,Y,Y,N,Y,N
2018,4.230,4,230,4.230J,"SIGUS Workshop","SIGUS Workshop",0.00,Y,Y,Y,N,N
2018,4.231,4,231,4.231,"SIGUS Workshop","SIGUS Workshop",0.00,Y,Y,Y,N,N
2018,4.232,4,232,4.232J,"New Global Practitioner","The New Global Planning Practitioner",9.00,Y,N,N,Y,N
2018,4.601,4,601,4.601,"Introduction to Art History","Introduction to Art History",12.00,N,Y,N,N,N
2018,4.602,4,602,4.602,"Modern Art and Mass Culture","Modern Art and Mass Culture",12.00,Y,N,N,Y,N
2018,4.603,4,603,4.603,"Understanding Modern Arch","Understanding Modern Architecture",12.00,Y,Y,N,N,N
