Academic Year,Subject Id,Subject Code,Subject Number,Print Subject Id,Subject Short Title,Subject Title,Total Units,Is Offered This Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
2018,12.752,12,752,12.752,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,N,Y,N,Y,N
2018,12.753,12,753,12.753,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,Y,N,N,Y,N
2018,12.754,12,754,12.754,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,N,Y,N,N,N
2018,12.755,12,755,12.755,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,N,Y,N,Y,N
2018,12.756,12,756,12.756,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,N,Y,N,N,N
2018,12.739,12,739,12.739,"Marine Microbio & Biogeochem","Marine Microbiology and Biogeochemistry",12.00,Y,Y,N,N,N
2018,12.740,12,740,12.740,Paleoceanography,Paleoceanography,12.00,Y,N,N,Y,N
2018,12.757,12,757,12.757,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,Y,Y,N,N,N
2018,12.758,12,758,12.758,"Sem: Oceanography at WHOI","Sem: Oceanography at WHOI",0.00,Y,N,N,Y,N
2018,12.759,12,759,12.751-12.759,"Sem: Oceanography at WHOI","Seminar in Oceanography at Woods Hole",0.00,Y,N,N,Y,N
2018,12.760,12,760,12.760,"Sem:Marine Geol&Geophys at MIT","Seminar in Marine Geology and Geophysics at MIT",0.00,N,Y,N,Y,N
2018,12.761,12,761,12.760-12.761,"Sem:Marine Geol&Geophys at MIT","Seminar in Marine Geology and Geophysics at MIT",0.00,N,Y,N,Y,N
2018,12.770,12,770,12.770,"Sem: Chem Oceanography at MIT","Seminar in Chemical Oceanography at MIT",0.00,N,Y,N,Y,N
2018,12.031A,12,031A,12.031AJ,"Fundamentals of Ecology I","Fundamentals of Ecology I",6.00,Y,Y,N,N,N
2018,12.031B,12,031B,12.031BJ,"Fundamentals of Ecology II","Fundamentals of Ecology II",6.00,Y,Y,N,N,N
2018,12.086,12,086,12.086,"Modeling Envr Complexity","Modeling Environmental Complexity",12.00,Y,Y,N,N,N
2018,12.090,12,090,12.090,"Current Topics: EAPS","Current Topics in Earth, Atmospheric, and Planetary Sciences",0.00,Y,Y,N,N,N
2018,12.091,12,091,12.091,"Current Topics: EAPS","Current Topics in Earth, Atmospheric, and Planetary Sciences",0.00,N,Y,N,N,N
2018,12.092,12,092,12.092,"Current Topics: Geol & Geochem","Current Topics in Geology and Geochemistry",0.00,N,Y,Y,Y,N
2018,12.095,12,095,12.095,"Current Topics: Geophysics","Current Topics in Geophysics",0.00,Y,N,Y,N,N
2018,12.093,12,093,12.093,"Current Topics: Geol & Geochem","Current Topics in Geology and Geochemistry",0.00,N,N,Y,N,N
2018,12.094,12,094,12.094,"Current Topics in Geophysics","Current Topics in Geophysics",0.00,N,Y,Y,Y,N
2018,12.44,12,44,12.44,"Practical Work Experience","Practical Work Experience",0.00,Y,Y,Y,Y,Y
2018,12.422,12,422,12.422,"Planetary Atmospheres","Planetary Atmospheres",12.00,Y,N,N,Y,N
2018,12.372,12,372,12.372,"Elements Modern Oceanography","Elements of Modern Oceanography",12.00,Y,Y,N,N,N
2018,12.315,12,315,12.315,"Atmospheric Rad & Convect","Atmospheric Radiation and Convection",12.00,Y,Y,N,N,N
2018,12.318,12,318,12.318,"Atmos Data & Large-scale Dynam","Introduction to Atmospheric Data and Large-scale Dynamics",12.00,Y,Y,N,N,N
2018,12.008,12,008,12.008,"Computatnl Classical Mechanics","Classical Mechanics: A Computational Approach",12.00,N,Y,N,N,N
2018,12.174,12,174,12.174,"Biogeochem of Environ Systems","Biogeochemistry of Natural and Perturbed Systems",12.00,Y,Y,N,N,N
2018,12.477,12,477,12.477,"Astrobiology Origins Evolution","Astrobiology, Origins and Early Evolution of Life",12.00,Y,N,N,Y,N
2018,12.177,12,177,12.177,"Astrobiology Origins Evolution","Astrobiology, Origins and Early Evolution of Life",12.00,Y,N,N,Y,N
2018,12.622,12,622,12.622,"Planetary Atmospheres","Planetary Atmospheres",12.00,Y,N,N,Y,N
2018,12.005,12,005,12.005,"Appl of Continuum Mech to EAPS","Applications of Continuum Mechanics to Earth, Atmospheric, and Planetary Sciences",12.00,Y,N,N,Y,N
2018,12.377,12,377,12.377,"The History of Earth's Climate","The History of Earth's Climate",12.00,N,N,N,Y,N
2018,12.386,12,386,12.386J,"Intro to Environmental History","Environment and History",12.00,Y,Y,N,N,N
2018,12.387,12,387,12.387J,"Environ Governance and Science","People and the Planet:  Environmental Governance and Science",9.00,Y,Y,N,N,N
2018,12.390,12,390,12.390,"Fluid Dyncs of Atmos & Ocean","Fluid Dynamics of the Atmosphere and Ocean",12.00,Y,Y,N,N,N
2018,STS.035,STS,035,STS.035,"Exhibiting Science","Exhibiting Science",12.00,Y,N,N,Y,N
2018,STS.042,STS,042,STS.042J,"Physics in the 20th Century","Einstein, Oppenheimer, Feynman: Physics in the 20th Century",12.00,N,N,N,Y,N
2018,STS.043,STS,043,STS.043,"Tech & Self: Sci, Tech, Memoir","Technology and Self: Science, Technology, and Memoir",9.00,Y,Y,N,N,N
2018,STS.044,STS,044,STS.044,"Tech & Self: Things & Thinking","Technology and Self: Things and Thinking",9.00,Y,Y,N,N,N
2018,STS.046,STS,046,STS.046J,"Science of Race, Sex, & Gender","The Science of Race, Sex, and Gender",12.00,N,N,N,Y,N
2018,STS.047,STS,047,STS.047,"History of Social Science","Quantifying People: A History of Social Science",12.00,N,N,N,Y,N
2018,STS.003,STS,003,STS.003,"The Rise of Modern Science","The Rise of Modern Science",12.00,N,Y,N,N,N
2018,STS.004,STS,004,STS.004,"Science, Technology, & World","Intersections: Science, Technology, and the World",12.00,Y,Y,N,N,N
2018,STS.006,STS,006,STS.006J,Bioethics,Bioethics,12.00,N,N,N,Y,N
2018,STS.001,STS,001,STS.001,"Technology in American History","Technology in American History",12.00,N,N,N,Y,N
2018,STS.022,STS,022,STS.022J,"Gender in Sci Tech & Environt","Gender in Science, Technology, and Environment",12.00,N,N,N,Y,N
2018,STS.023,STS,023,STS.023J,"Science, Gender & Inequality","Science, Gender and Social Inequality in the Developing World",12.00,Y,Y,N,N,N
2018,STS.025,STS,025,STS.025J,"Global Industrial Revolution","Making the Modern World: The Industrial Revolution in Global Perspective",12.00,N,N,N,Y,N
2018,STS.026,STS,026,STS.026,"History of Manufact in America","History of Manufacturing in America",12.00,Y,Y,N,N,N
2018,STS.027,STS,027,STS.027J,"Civil War & Modern America","The Civil War and the Emergence of Modern America: 1861-1890",12.00,N,Y,N,N,N
2018,STS.032,STS,032,STS.032,"Energy, Environment, & Society","Energy, Environment, and Society",12.00,N,N,N,Y,N
2018,STS.002,STS,002,STS.002,"Finance and Society","Finance and Society",12.00,N,N,N,Y,N
2018,STS.034,STS,034,STS.034,"Science Communication","Science Communication: A Practical Guide",12.00,Y,N,N,Y,N
2018,STS.007,STS,007,STS.007,"Technology in History","Technology in History",12.00,Y,N,N,Y,N
2018,STS.008,STS,008,STS.008,"Technology and Experience","Technology and Experience",12.00,Y,N,N,Y,N
2018,STS.009,STS,009,STS.009,"Evolution and Society","Evolution and Society",12.00,N,Y,N,N,N
2018,STS.012,STS,012,STS.012,"Science Controversies","Science in Action: Technologies and Controversies in Everyday Life",12.00,Y,N,N,Y,N
2018,STS.048,STS,048,STS.048,"African Americans:Sci,Tech,Med","African Americans in Science, Technology, and Medicine",12.00,Y,N,N,Y,N
2018,STS.065,STS,065,STS.065J,"Anthropology of Sound","The Anthropology of Sound",12.00,N,N,N,Y,N
2018,STS.068,STS,068,STS.068J,"DV Lab II: Documenting Science","Advanced DV Lab: Documenting Science through Video and New Media",12.00,N,N,N,Y,N
2018,STS.070,STS,070,STS.070J,"Language and Technology","Language and Technology",12.00,N,Y,N,N,N
2018,STS.071,STS,071,STS.071J,"Cross-Cultural Investigations","Cross-Cultural Investigations: Technology and Development",12.00,Y,N,N,Y,N
2018,STS.467,STS,467,STS.467J,"The History of Aviation","The History of Aviation",12.00,N,N,N,Y,N
2018,STS.470,STS,470,STS.470J,"Seminar: Air, Sea, and Space","Research Seminar: Human, Remote and Autonomous Systems in Air, Sea, and Space",12.00,N,Y,N,N,N
2018,STS.471,STS,471,STS.471J,"Engineering Apollo","Engineering Apollo: The Moon Project as a Complex System",12.00,N,N,N,Y,N
2018,STS.330,STS,330,STS.330J,"Histry & Anthr Medicine & Biol","History and Anthropology of Medicine and Biology",12.00,N,N,N,Y,N
2018,STS.340,STS,340,STS.340,"Intro to History of Technology","Introduction to the History of Technology",12.00,N,N,N,Y,N
2018,STS.360,STS,360,STS.360J,Ethnography,Ethnography,12.00,N,Y,N,N,N
2018,STS.412,STS,412,STS.412,Quantification,Quantification,12.00,N,N,N,Y,N
2018,STS.474,STS,474,STS.474J,"Art, Craft, Science","Art, Craft, Science",12.00,N,N,N,Y,N
2018,STS.477,STS,477,STS.477J,"Writing:Sci,Technology,Society","Writing: Science, Technology, and Society",12.00,Y,Y,N,N,N
2018,STS.481,STS,481,STS.481J,"Cross-Cultural Investigations","Cross-Cultural Investigations: Technology and Development",12.00,Y,N,N,Y,N
2018,STS.427,STS,427,STS.427,"Civil War & Modern America","The Civil War and the Emergence of Modern America: 1861-1890",12.00,N,Y,N,N,N
2018,STS.429,STS,429,STS.429,"Food and Power","Food and Power",12.00,Y,N,N,Y,N
2018,STS.441,STS,441,STS.441,"Tech & Self: Conversation","Technology and Self: Technology and Conversation",12.00,N,Y,N,N,N
2018,STS.443,STS,443,STS.443,"Tech & Self: Sci, Tech, Memoir","Technology and Self: Science, Technology, and Memoir",9.00,Y,Y,N,N,N
2018,STS.444,STS,444,STS.444,"Tech & Self: Things & Thinking","Technology and Self: Things and Thinking",9.00,Y,Y,N,N,N
2018,STS.449,STS,449,STS.449J,"Intro to Global Medicine","Introduction to Global Medicine:  Bioscience, Technologies, Disparities, Strategies",9.00,Y,N,N,Y,N
2018,STS.074,STS,074,STS.074J,"Art, Craft, Science","Art, Craft, Science",12.00,N,N,N,Y,N
2018,STS.075,STS,075,STS.075J,"Technology and Culture","Technology and Culture",9.00,Y,Y,N,N,N
2018,STS.080,STS,080,STS.080J,"Youth Political Participation","Youth Political Participation",12.00,N,N,N,Y,N
2018,STS.087,STS,087,STS.087,"Biography in Science","Biography in Science",12.00,N,Y,N,N,N
2018,STS.081,STS,081,STS.081J,"Innovation Systems","Innovation Systems for Science, Technology, Energy, Manufacturing, and Health",12.00,N,N,N,Y,N
2018,STS.082,STS,082,STS.082J,"Science, Tech, & Public Policy","Science, Technology, and Public Policy",12.00,Y,Y,N,N,N
2018,STS.084,STS,084,STS.084J,"Nuclear Power and Society","Social Problems of Nuclear Energy",12.00,Y,Y,N,N,N
2018,STS.085,STS,085,STS.085J,"Foundations of Info Policy","Foundations of Information Policy",12.00,Y,Y,N,N,N
2018,STS.086,STS,086,STS.086J,"Cultures of Computing","Cultures of Computing",12.00,N,N,N,Y,N
2018,STS.482,STS,482,STS.482J,"Science, Tech, & Public Policy","Science, Technology, and Public Policy",12.00,Y,Y,N,N,N
2018,STS.487,STS,487,STS.487,"Foundations of Info Policy","Foundations of Information Policy",12.00,Y,Y,N,N,N
2018,STS.800,STS,800,STS.800,"Teaching STS","Teaching Science, Technology and Society",0.00,Y,Y,N,Y,N
2018,STS.901,STS,901,STS.901,"Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,Y,Y,N
2018,STS.902,STS,902,STS.902,"Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,N,Y,N
2018,STS.903,STS,903,STS.903,"Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,N,Y,N
2018,STS.904,STS,904,STS.901-STS.904,"Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,N,Y,N
2018,STS.S20,STS,S20,STS.S20,"Spec Subject: Sci, Tech & Soci","Special Subject: Science, Technology and Society",0.00,N,Y,Y,Y,N
2018,STS.S21,STS,S21,"STS.S20, STS.S21","Spec Subject: Sci, Tech & Soci","Special Subject: Science, Technology and Society",0.00,N,Y,Y,Y,N
2018,STS.S91,STS,S91,STS.S91,"Spec Subject: Sci, Tech & Soci","Special Subject: Science, Technology and Society",0.00,N,Y,N,N,N
2018,STS.S92,STS,S92,STS.S92,"Spec Subject: Sci, Tech & Soci","Special Subject: Science, Technology and Society",0.00,N,Y,Y,Y,N
2018,STS.THG,STS,THG,STS.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2017,STS.452,STS,452,STS.452,"Living in Technological World","Living in a Technological World",12.00,N,Y,N,N,N
2018,STS.454,STS,454,STS.454,"Science Technology and Museums","Science and Technology in the Museum Environment",12.00,N,N,N,Y,N
2018,STS.456,STS,456,STS.456,"Science on Screen","Science on Screen",12.00,N,Y,N,N,N
2018,STS.460,STS,460,STS.460,"Info, Comm & Computing Techs","Histories of Information, Communication, and Computing Technologies",12.00,N,N,N,Y,N
2018,STS.462,STS,462,STS.462,"Soc and Polit Implic of Tech","Social and Political Implications of Technology",12.00,Y,N,N,Y,N
2018,STS.450,STS,450,STS.450,"Global History of Medicine","The Global History of Medicine and Public Health",12.00,N,N,N,Y,N
2018,STS.463,STS,463,STS.463J,Technocracy,Technocracy,12.00,N,Y,N,N,N
2018,STS.088,STS,088,STS.088,"Africa for Engineers","Africa for Engineers",12.00,Y,Y,N,N,N
2017,STS.089,STS,089,STS.089,"Tech & Innovation in Africa","Technology and Innovation in Africa",12.00,N,Y,N,N,N
2017,STS.091,STS,091,STS.091,"Critical Issues in STS","Critical Issues in STS",12.00,Y,Y,N,N,N
2018,STS.095,STS,095,STS.095,"Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,Y,Y,N
2018,STS.096,STS,096,"STS.095, STS.096","Ind Stdy: Science, Tech, & Soc","Independent Study in Science, Technology, and Society",0.00,Y,Y,Y,Y,N
2018,STS.250,STS,250,STS.250J,"Social Theory and Analysis","Social Theory and Analysis",12.00,Y,Y,N,N,N
2018,STS.310,STS,310,STS.310,"History of Science","History of Science",12.00,N,Y,N,N,N
2018,STS.320,STS,320,STS.320J,"Environmental Conflict","Environmental Conflict",12.00,N,Y,N,N,N
2018,STS.260,STS,260,STS.260,"Intro to Sci, Tech, and Soc","Introduction to Science, Technology, and Society",12.00,Y,N,N,Y,N
2018,STS.417,STS,417,STS.417,"STS Seminar: Global South","STS Seminar on the Global South",12.00,Y,N,N,Y,N
2018,STS.418,STS,418,STS.418,"Science and Tech in South Asia","Science and Technology in South Asia: Perspectives from History and Anthropology",12.00,N,Y,N,N,N
2018,STS.419,STS,419,STS.419,"Global Sci Tech & Society","Global Science, Technology and Society",12.00,N,N,N,Y,N
2018,STS.425,STS,425,STS.425,"History of Manufact in America","History of Manufacturing in America",12.00,Y,Y,N,N,N
2018,STS.062,STS,062,STS.062J,"Drugs, Politics, and Culture","Drugs, Politics, and Culture",12.00,N,Y,N,N,N
2018,STS.064,STS,064,STS.064J,"DV Lab: Documenting Science","DV Lab: Documenting Science through Video and New Media",18.00,Y,N,N,Y,N
2018,STS.049,STS,049,STS.049,"The Long War Against Cancer","The Long War Against Cancer",12.00,Y,N,N,Y,N
2018,STS.050,STS,050,STS.050,"The History of MIT","The History of MIT",12.00,Y,N,N,Y,N
2018,STS.056,STS,056,STS.056,"Science on Screen","Science on Screen",12.00,N,Y,N,N,N
2018,STS.060,STS,060,STS.060J,"Anthropology of Biology","The Anthropology of Biology",12.00,N,Y,N,N,N
2018,STS.THT,STS,THT,STS.THT,"Undergraduate Thesis Tutorial","Undergraduate Thesis Tutorial",0.00,Y,Y,N,Y,N
2018,STS.THU,STS,THU,STS.THU,Thesis,"Undergraduate Thesis",0.00,Y,Y,Y,Y,Y
2018,STS.UR,STS,UR,STS.UR,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,STS.URG,STS,URG,STS.URG,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,Y,Y,Y
2018,STS.033,STS,033,STS.033J,"Envir & Integration w/ Society","Past, Present, and Future of the Environment and Integration with Society",12.00,N,Y,N,N,N
2018,STS.028,STS,028,STS.028,"7 Wonders of Engineering World","Seven Wonders of the Engineering World",12.00,Y,N,N,Y,N
2018,STS.011,STS,011,STS.011,"Biotechnology and Society","Engineering Life: Biotechnology and Society",12.00,Y,N,N,Y,N
2018,SP.35UR,SP,35UR,SP.35UR,"Ugrad Research in Terrascope","Undergraduate Research in Terrascope",0.00,Y,Y,Y,Y,Y
2018,SP.360,SP,360,SP.360,"Terrascope Radio","Terrascope Radio",12.00,Y,N,N,Y,N
2018,SP.3S50,SP,3S50,SP.3S50,"Special Subject: Terrascope","Special Subject: Terrascope",0.00,Y,Y,N,Y,N
2018,SP.120,SP,120,SP.120,"You Can Be a Success","Program XL: You Can Be a Success at MIT",0.00,Y,N,N,Y,N
2018,SP.800,SP,800,SP.800,"Fresh/Alum Summer Internship","Freshmen/Alumni Summer Internship Program",0.00,Y,N,N,Y,N
2018,SP.801,SP,801,SP.801,"Fresh/Alum Summer Internshp II","Freshman/Alumni Summer Internship Program II",0.00,Y,Y,N,N,N
2018,SP.100,SP,100,SP.100,Interphase,Interphase,0.00,Y,N,N,N,Y
2018,SP.110,SP,110,SP.110,"You Can Be a Success","Program XL: You Can Be a Success at MIT",0.00,Y,Y,N,N,N
2018,SCM.284,SCM,284,SCM.284,"Humanitarian Logistics Project","Humanitarian Logistics Project",3.00,Y,N,N,Y,N
2018,SCM.290,SCM,290,SCM.290,"Sustainable Supply Chain Mgmt","Sustainable Supply Chain Management",6.00,Y,N,N,Y,N
2018,SCM.301,SCM,301,SCM.301,"Independent Study in SCM","Independent Study: Supply Chain Management",0.00,N,Y,Y,Y,N
2018,SCM.302,SCM,302,SCM.302,"Independent Study in SCM","Independent Study: Supply Chain Management",0.00,N,Y,Y,Y,N
2018,SCM.803,SCM,803,SCM.803,"SC Leadership Workshop","Supply Chain Leadership Workshop",3.00,Y,Y,N,N,N
2018,SCM.S90,SCM,S90,SCM.S90,"Special Subject: SCM","Special Subject: Supply Chain Management",0.00,N,Y,Y,Y,N
2018,SCM.S91,SCM,S91,SCM.S91,"Special Subject: SCM","Special Subject: Supply Chain Management",0.00,N,Y,Y,Y,N
2018,SCM.THG,SCM,THG,SCM.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,SCM.250,SCM,250,SCM.250,"Analytical Methods for SCM","Analytical Methods for Supply Chain Management",6.00,Y,Y,N,N,N
2018,SCM.251,SCM,251,SCM.251,"Supply Chain Financal Analysis","Supply Chain Financial Analysis",9.00,Y,Y,N,N,N
2018,SCM.252,SCM,252,SCM.252,"Supply Chain Software","Supply Chain Software",3.00,Y,N,Y,N,N
2018,SCM.259,SCM,259,SCM.259,"Business Writing for SCM","Business Writing for Supply Chain Management",3.00,Y,Y,N,Y,N
2018,SCM.260,SCM,260,SCM.260J,"Logistics Systems","Logistics Systems",12.00,Y,Y,N,N,N
2018,SCM.261,SCM,261,SCM.261J,"Logistics & Supply Chain Mgmt","Case Studies in Logistics and Supply Chain Management",9.00,Y,N,N,Y,N
2018,SCM.262,SCM,262,SCM.262,"Leading Global Teams","Leading Global Teams",6.00,Y,N,Y,N,N
2018,SCM.263,SCM,263,SCM.263,"Thesis Writing for SCM","Thesis Writing for Supply Chain Management",3.00,Y,N,N,Y,N
2018,SCM.264,SCM,264,SCM.264,"Database Analysis for SCM","Database Analysis for Supply Chain Management",12.00,Y,Y,N,N,N
2018,SCM.265,SCM,265,SCM.265J,"Global Supply Chain Mgmt","Global Supply Chain Management",6.00,Y,N,N,Y,N
2018,SCM.266,SCM,266,SCM.266,"Freight Transportation","Freight Transportation",6.00,Y,N,N,Y,N
2018,SCM.269,SCM,269,SCM.269,"Supply Chain Risk Management","Supply Chain Risk Management",12.00,N,N,N,Y,N
2018,SCM.272,SCM,272,SCM.272,"SCM Workshop","Supply Chain Management Workshop",3.00,Y,N,Y,N,N
2018,SCM.283,SCM,283,SCM.283,"Humanitarian Logistics","Humanitarian Logistics",6.00,Y,N,N,Y,N
2018,SCM.800,SCM,800,SCM.800,"Capstone Project in SCM","Capstone Project in Supply Chain Management",0.00,Y,Y,N,Y,N
2018,CDO.THG,CDO,THG,CDO.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,CDO.IND,CDO,IND,CDO.IND,"Independent Study","Independent Study",0.00,Y,N,N,Y,N
2018,ES.113,ES,113,ES.113,"Ancient Greek Philsophy & Math","Ancient Greek Philosophy and Mathematics",12.00,N,N,N,Y,N
2018,ES.1801,ES,1801,ES.1801,Calculus,Calculus,12.00,Y,Y,N,N,N
2018,ES.1802,ES,1802,ES.1802,Calculus,Calculus,12.00,Y,Y,N,Y,N
2018,ES.1803,ES,1803,ES.1803,"Differential Equations","Differential Equations",12.00,Y,Y,N,Y,N
2018,ES.181A,ES,181A,ES.181A,Calculus,Calculus,12.00,Y,Y,N,N,N
2018,ES.182A,ES,182A,ES.182A,Calculus,Calculus,12.00,Y,Y,Y,N,N
2018,ES.200,ES,200,ES.200,"ESG Undergraduate Teaching","ESG Undergraduate Teaching",6.00,Y,Y,N,Y,N
2018,ES.210,ES,210,ES.210,"ESG Independent Study","ESG Independent Study",0.00,Y,Y,Y,Y,Y
2018,ES.3091,ES,3091,ES.3091,"Intro to Solid-State Chemistry","Introduction to Solid-State Chemistry",12.00,N,Y,N,N,N
2018,ES.333,ES,333,ES.333J,"Producing Educational Videos","Production of Educational Videos:  Skills for Communicating Academic and Professional Content",12.00,Y,N,N,Y,N
2018,ES.5111,ES,5111,ES.5111,"Principles of Chemical Science","Principles of Chemical Science",12.00,Y,Y,N,N,N
2018,ES.5112,ES,5112,ES.5112,"Principles of Chemical Science","Principles of Chemical Science",12.00,Y,Y,N,N,N
2018,ES.S70,ES,S70,ES.S70,"Spec Sem Interdisciplinary Std","Special Seminar in Interdisciplinary Studies",0.00,N,Y,N,Y,N
2018,ES.S60,ES,S60,ES.S60,"Spec Seminar in Social Science","Special Seminar in Social Science",0.00,Y,N,N,Y,N
2018,ES.S61,ES,S61,ES.S61,"Spec Seminar in Social Science","Special Seminar in Social Science",0.00,N,N,N,Y,N
2018,ES.S71,ES,S71,ES.S71,"Spec Sem Interdisciplinary Std","Special Seminar in Interdisciplinary Studies",0.00,N,Y,Y,Y,N
2018,ES.UR,ES,UR,ES.UR,"Undergraduate Research","Undergraduate Research in ESG",0.00,Y,Y,Y,Y,Y
2018,ES.S51,ES,S51,ES.S51,"Special Seminar in the Arts","Special Seminar in the Arts",0.00,N,Y,Y,Y,N
2018,ES.S40,ES,S40,ES.S40,"Spec Seminar in the Humanities","Special Seminar in the Humanities",0.00,Y,Y,N,N,N
2018,ES.S41,ES,S41,ES.S41,"Spec Seminar in the Humanities","Special Seminar in the Humanities",0.00,Y,Y,N,N,N
2018,ES.S42,ES,S42,ES.S42,"Spec Seminar in the Humanities","Special Seminar in the Humanities",0.00,Y,N,N,Y,N
2018,ES.S50,ES,S50,ES.S50,"Special Seminar in the Arts","Special Seminar in the Arts",0.00,Y,Y,N,N,N
2018,ES.010,ES,010,ES.010,"Chemistry of Sports","Chemistry of Sports: Understanding How Exercise Affects Your Body",6.00,Y,N,N,Y,N
2018,ES.011,ES,011,ES.011,"Kitchen Chemistry","Kitchen Chemistry",6.00,N,N,N,Y,N
2018,ES.112,ES,112,ES.112,"Philosophy of Love","Philosophy of Love",12.00,Y,Y,N,Y,N
2018,ES.7012,ES,7012,ES.7012,"Introductory Biology","Introductory Biology",12.00,N,Y,N,N,N
2018,ES.7013,ES,7013,ES.7013,"Introductory Biology","Introductory Biology",12.00,Y,N,N,Y,N
2018,ES.729,ES,729,ES.729J,"Engr Communication in Context","Engineering Communication in Context",12.00,Y,Y,N,N,N
2018,ES.801,ES,801,ES.801,"Physics I","Physics I",12.00,Y,Y,N,N,N
2018,ES.8012,ES,8012,ES.8012,"Physics I","Physics I",12.00,Y,Y,N,N,N
2018,ES.802,ES,802,ES.802,"Physics II","Physics II",12.00,Y,N,N,Y,N
2018,ES.8022,ES,8022,ES.8022,"Physics II","Physics II",12.00,Y,Y,N,Y,N
2018,ES.S10,ES,S10,ES.S10,"Special Seminar  in Science","Special Seminar in Science",0.00,N,Y,N,N,N
2018,ES.S11,ES,S11,ES.S11,"Special Seminar in Science","Special Seminar in Science",0.00,N,N,N,Y,N
2018,ES.S21,ES,S21,ES.S21,"Special Seminar in Mathematics","Special Seminar in Mathematics",0.00,N,Y,Y,Y,N
2018,ES.S30,ES,S30,ES.S30,"Spec Seminar in Eng & Comp Sci","Special Seminar in Engineering and Computer Science",0.00,N,Y,Y,Y,N
2018,ES.S31,ES,S31,ES.S31,"Spec Seminar in Eng & Comp Sci","Special Seminar in Engineering and Computer Science",0.00,N,Y,Y,Y,N
2018,ES.S20,ES,S20,ES.S20,"Special Seminar in Mathematics","Special Seminar in Mathematics",0.00,N,Y,Y,Y,N
2018,CSB.190,CSB,190,CSB.190,"Rsch Problems Comp & Sys Bio","Research Problems in Computational and Systems Biology",0.00,Y,Y,N,Y,Y
2018,CSB.199,CSB,199,CSB.199,"Teaching Experience in CSB","Teaching Experience in Computational Systems Biology",0.00,Y,Y,Y,Y,N
2018,CSB.THG,CSB,THG,CSB.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,CSB.100,CSB,100,CSB.100J,"Topics in Comp & Sys Biology","Topics in Computational and Systems Biology",12.00,Y,Y,N,N,N
2018,CSB.110,CSB,110,CSB.110,"Rsch Rotations Comp & Sys Bio","Research Rotations in Computational and Systems Biology",12.00,Y,Y,N,Y,N
2018,ESD.THG,ESD,THG,ESD.THG,"ESD Graduate Thesis","ESD Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,SWE.006,SWE,006,,"Engr Innovation and Design","Engineering Innovation and Design",6.00,Y,Y,N,Y,N
2018,SWE.007,SWE,007,,"Engineering Leadership Lab","Engineering Leadership Lab",3.00,Y,Y,N,Y,N
2018,SWE.008,SWE,008,,"Engineering Leadership","Engineering Leadership",3.00,Y,Y,N,Y,N
2018,SWE.009,SWE,009,,"Engineering Leadership Lab","Engineering Leadership Lab",6.00,Y,Y,N,Y,N
2018,SWE.010,SWE,010,,"Engr Sys Analysis for Design","Engineering Systems Analysis for Design",12.00,Y,Y,N,N,N
2018,SWE.011,SWE,011,,"Ethics for Engineers","Ethics for Engineers",6.00,Y,Y,N,Y,N
2018,SWE.012,SWE,012,,"Intro to Modeling & Simulation","Introduction to Modeling and Simulation",12.00,Y,N,N,Y,N
2018,SWE.015,SWE,015,,"Management in Engineering","Management in Engineering",12.00,Y,Y,N,N,N
2018,SWE.016,SWE,016,,"Project Engineering","Project Engineering",4.00,Y,N,Y,N,N
2018,SWE.017,SWE,017,,"UPOP Engineer Practice Exp","UPOP Engineering Practice Experience",1.00,Y,Y,N,Y,N
2018,SWE.018,SWE,018,,"UPOP Engr Practice Wrkshp","UPOP Engineering Practice Workshop",1.00,Y,Y,Y,N,N
2018,RED.THG,RED,THG,RED.THG,"Graduate Thesis","Graduate Thesis",0.00,Y,Y,Y,Y,Y
2018,4.301,4,301,4.301,"Intro to Artistic Experiment","Introduction to Artistic Experimentation",12.00,Y,Y,N,Y,N
2018,4.302,4,302,4.302,"Art, Design,& Spatial Practice","Foundations in Art, Design, and Spatial Practices",12.00,Y,N,N,Y,N
